a.word,a.wordcount,d.word,d.wordcount
NULL,NULL,lethargic,4
NULL,NULL,lethargy,5
NULL,NULL,lethe,1
NULL,NULL,leutner,1
NULL,NULL,levelled,1
NULL,NULL,liable,2
NULL,NULL,liberated,1
NULL,NULL,licked,3
NULL,NULL,licking,3
NULL,NULL,lidderdale,1
NULL,NULL,lifeblood,1
NULL,NULL,lifts,2
NULL,NULL,lighter,1
NULL,NULL,lighthouse,5
NULL,NULL,lighthouses,1
lightness,2,NULL,NULL
NULL,NULL,lightweight,1
liking,1,NULL,NULL
lilian,1,NULL,NULL
lilies,2,NULL,NULL
NULL,NULL,limbs,3
NULL,NULL,limitation,1
NULL,NULL,limitations,4
NULL,NULL,limited,3
limping,1,NULL,NULL
NULL,NULL,lincoln,1
lined,1,NULL,NULL
NULL,NULL,linen,2
linger,1,NULL,NULL
lingering,1,NULL,NULL
NULL,NULL,link,1
NULL,NULL,linked,1
NULL,NULL,links,1
NULL,NULL,lintels,1
NULL,NULL,lion,3
NULL,NULL,lions,1
NULL,NULL,list,4
listeners,1,NULL,NULL
listenin,1,NULL,NULL
listless,1,NULL,NULL
NULL,NULL,lists,2
NULL,NULL,literally,1
lithe,1,NULL,NULL
NULL,NULL,litter,1
NULL,NULL,littered,1
NULL,NULL,lively,3
NULL,NULL,liverpool,2
NULL,NULL,livid,2
NULL,NULL,livin,1
NULL,NULL,lizard,3
NULL,NULL,lloyd,4
NULL,NULL,load,1
loaded,2,NULL,NULL
NULL,NULL,loading,1
NULL,NULL,loafers,1
NULL,NULL,loathe,3
loathed,2,NULL,NULL
NULL,NULL,loathing,2
NULL,NULL,loathsome,1
NULL,NULL,loathsomeness,1
NULL,NULL,loaves,1
NULL,NULL,local,7
NULL,NULL,locality,3
NULL,NULL,locally,2
NULL,NULL,lock,23
NULL,NULL,locking,1
NULL,NULL,locksmith,3
NULL,NULL,lodging,1
NULL,NULL,lofty,3
NULL,NULL,log,4
NULL,NULL,logic,4
NULL,NULL,logical,2
NULL,NULL,logically,2
NULL,NULL,loins,1
loiter,1,NULL,NULL
loiterers,1,NULL,NULL
NULL,NULL,lolling,1
NULL,NULL,lombard,1
NULL,NULL,lombroso,1
lonelier,1,NULL,NULL
loneliest,1,NULL,NULL
longed,1,NULL,NULL
NULL,NULL,longest,1
longingly,1,NULL,NULL
NULL,NULL,lookout,4
NULL,NULL,looming,1
NULL,NULL,loop,1
NULL,NULL,loopholes,1
loosely,1,NULL,NULL
lopsided,1,NULL,NULL
NULL,NULL,lor,4
NULL,NULL,lord,79
NULL,NULL,lordly,2
NULL,NULL,lordship,9
NULL,NULL,lore,1
NULL,NULL,loss,8
losses,1,NULL,NULL
lottie,75,NULL,NULL
lottle,7,NULL,NULL
NULL,NULL,lotus,1
NULL,NULL,louder,5
NULL,NULL,loveliness,2
NULL,NULL,lovemaking,1
NULL,NULL,lover,10
lovers,1,NULL,NULL
NULL,NULL,loves,10
NULL,NULL,lovingly,3
NULL,NULL,lovlier,1
NULL,NULL,lower,14
NULL,NULL,lowered,2
NULL,NULL,lowering,1
NULL,NULL,lowery,1
NULL,NULL,lowest,1
NULL,NULL,lucy,299
NULL,NULL,luggage,6
lugging,1,NULL,NULL
NULL,NULL,lugubrious,1
NULL,NULL,lull,1
NULL,NULL,lumbering,1
lump,5,NULL,NULL
NULL,NULL,lumps,1
NULL,NULL,lunatic,21
NULL,NULL,lunatics,4
NULL,NULL,lunched,1
NULL,NULL,lunching,2
NULL,NULL,lungs,4
NULL,NULL,lurid,3
NULL,NULL,luring,1
NULL,NULL,lurk,1
NULL,NULL,lust,1
NULL,NULL,luster,1
luxuriated,1,NULL,NULL
luxuries,2,NULL,NULL
luxurious,2,NULL,NULL
luxury,1,NULL,NULL
NULL,NULL,lyin,1
NULL,NULL,machine,1
machines,1,NULL,NULL
NULL,NULL,mackenzie,2
NULL,NULL,maddening,1
mademoiselle,2,NULL,NULL
NULL,NULL,madhouse,1
NULL,NULL,madly,3
NULL,NULL,madman,14
NULL,NULL,madmen,8
NULL,NULL,madness,9
NULL,NULL,magazines,2
magic,20,NULL,NULL
magician,6,NULL,NULL
NULL,NULL,magnetic,1
NULL,NULL,magnifico,1
NULL,NULL,magyar,3
NULL,NULL,magyars,3
mahogany,1,NULL,NULL
NULL,NULL,maiden,1
NULL,NULL,maidens,2
NULL,NULL,mail,1
NULL,NULL,main,9
NULL,NULL,mains,1
NULL,NULL,maize,1
majestic,1,NULL,NULL
NULL,NULL,majority,1
NULL,NULL,makers,1
makeweight,1,NULL,NULL
NULL,NULL,malady,3
NULL,NULL,malestrom,1
malicious,1,NULL,NULL
NULL,NULL,malign,2
NULL,NULL,malignant,2
NULL,NULL,malignity,1
NULL,NULL,mall,3
NULL,NULL,malodorous,1
NULL,NULL,malvolio,1
mam,2,NULL,NULL
NULL,NULL,mamaliga,1
mammas,1,NULL,NULL
NULL,NULL,manacled,1
manage,2,NULL,NULL
NULL,NULL,manageable,1
managing,2,NULL,NULL
NULL,NULL,maneater,2
NULL,NULL,mangled,1
NULL,NULL,manhood,6
NULL,NULL,mania,4
NULL,NULL,maniac,3
NULL,NULL,manias,1
NULL,NULL,manifest,6
NULL,NULL,manifestations,1
NULL,NULL,manifested,4
NULL,NULL,manifestly,10
NULL,NULL,manifold,3
NULL,NULL,mankind,2
NULL,NULL,manlike,1
NULL,NULL,manly,2
manservant,1,NULL,NULL
NULL,NULL,mansion,2
mantel,2,NULL,NULL
NULL,NULL,manus,1
NULL,NULL,manuscript,4
NULL,NULL,map,4
NULL,NULL,mapped,1
NULL,NULL,maps,6
marched,2,NULL,NULL
marching,1,NULL,NULL
NULL,NULL,mare,1
NULL,NULL,mares,1
NULL,NULL,margin,2
maria,1,NULL,NULL
marie,1,NULL,NULL
mariette,18,NULL,NULL
NULL,NULL,mariner,1
NULL,NULL,mariners,1
marion,1,NULL,NULL
NULL,NULL,mark,10
NULL,NULL,marked,14
NULL,NULL,market,1
NULL,NULL,marks,6
NULL,NULL,marmion,1
NULL,NULL,marquand,2
NULL,NULL,marquesas,1
NULL,NULL,marriage,5
NULL,NULL,marry,6
NULL,NULL,martyr,1
NULL,NULL,marvellous,1
marvels,2,NULL,NULL
NULL,NULL,mary,8
NULL,NULL,masel,4
NULL,NULL,mask,1
NULL,NULL,masks,1
NULL,NULL,masonry,1
NULL,NULL,masquerade,1
NULL,NULL,mass,15
NULL,NULL,masses,10
NULL,NULL,massive,5
NULL,NULL,massively,1
NULL,NULL,mastered,1
NULL,NULL,mastering,1
NULL,NULL,mastery,1
NULL,NULL,mastiff,1
NULL,NULL,masts,2
mat,1,NULL,NULL
NULL,NULL,matapan,1
NULL,NULL,matchbox,1
NULL,NULL,matches,1
NULL,NULL,matching,1
NULL,NULL,mate,22
NULL,NULL,mated,1
NULL,NULL,materialised,1
NULL,NULL,materialization,1
NULL,NULL,materialize,1
NULL,NULL,mates,2
NULL,NULL,matrimonial,1
NULL,NULL,mattock,1
mattresses,1,NULL,NULL
mature,1,NULL,NULL
NULL,NULL,matured,1
maud,1,NULL,NULL
NULL,NULL,maw,1
NULL,NULL,maybe,7
NULL,NULL,mayhap,2
NULL,NULL,md,3
NULL,NULL,meager,1
NULL,NULL,meaner,2
meanin,1,NULL,NULL
NULL,NULL,meaningly,1
NULL,NULL,meantime,8
NULL,NULL,measure,10
measured,1,NULL,NULL
NULL,NULL,measures,1
NULL,NULL,mechanical,1
NULL,NULL,meddle,1
NULL,NULL,mediaeval,1
NULL,NULL,mediasch,1
NULL,NULL,medical,3
NULL,NULL,medicinal,2
NULL,NULL,medicine,3
NULL,NULL,medicines,1
NULL,NULL,medico,1
NULL,NULL,medium,4
NULL,NULL,medusa,1
NULL,NULL,meekly,1
NULL,NULL,meekness,1
NULL,NULL,meeting,18
NULL,NULL,mein,4
NULL,NULL,melancholy,1
melchisedec,40,NULL,NULL
melchy,1,NULL,NULL
meliar,2,NULL,NULL
NULL,NULL,mell,1
NULL,NULL,mem,6
NULL,NULL,memoranda,2
NULL,NULL,memorandum,6
NULL,NULL,menace,1
mended,1,NULL,NULL
NULL,NULL,menfolk,1
NULL,NULL,menial,1
menny,1,NULL,NULL
mer,1,NULL,NULL
NULL,NULL,merchant,2
NULL,NULL,merciful,3
NULL,NULL,mercifully,1
NULL,NULL,mercy,10
NULL,NULL,mercybearing,1
meredith,3,NULL,NULL
NULL,NULL,merge,3
NULL,NULL,merged,3
merino,1,NULL,NULL
meritorious,1,NULL,NULL
mermaids,1,NULL,NULL
merman,1,NULL,NULL
NULL,NULL,messenger,3
NULL,NULL,metal,6
NULL,NULL,metallic,1
NULL,NULL,metaphor,1
NULL,NULL,metaphysician,1
NULL,NULL,methodicalness,1
NULL,NULL,methuselah,1
NULL,NULL,mews,2
NULL,NULL,miasma,1
NULL,NULL,mighty,11
miiss,1,NULL,NULL
NULL,NULL,mild,2
NULL,NULL,mile,8
NULL,NULL,militate,1
NULL,NULL,militating,1
NULL,NULL,mill,1
NULL,NULL,miller,1
mimicked,1,NULL,NULL
NULL,NULL,mina,234
minchin,249,NULL,NULL
NULL,NULL,minded,2
NULL,NULL,mindin,1
NULL,NULL,minding,2
NULL,NULL,minds,5
mines,33,NULL,NULL
NULL,NULL,mingle,1
NULL,NULL,miniature,1
NULL,NULL,minister,1
NULL,NULL,ministers,1
minnit,1,NULL,NULL
minstrel,2,NULL,NULL
minstrels,5,NULL,NULL
NULL,NULL,minutely,1
NULL,NULL,mirabile,1
NULL,NULL,miracle,2
NULL,NULL,miraculously,1
NULL,NULL,mirth,4
NULL,NULL,mirthless,1
NULL,NULL,misadventure,1
NULL,NULL,mischievous,1
NULL,NULL,miscredit,1
NULL,NULL,miserably,1
misfortunes,1,NULL,NULL
NULL,NULL,misjudge,1
NULL,NULL,mislead,3
NULL,NULL,mislike,1
NULL,NULL,missal,1
NULL,NULL,missals,1
missee,5,NULL,NULL
NULL,NULL,missing,8
NULL,NULL,mission,2
NULL,NULL,missis,1
missus,12,NULL,NULL
NULL,NULL,mistaking,3
NULL,NULL,mistiness,1
NULL,NULL,mistrust,1
NULL,NULL,mistrusted,1
NULL,NULL,mists,1
NULL,NULL,misty,1
NULL,NULL,mitchell,6
NULL,NULL,mite,1
NULL,NULL,mittel,2
mix,1,NULL,NULL
NULL,NULL,mixed,5
NULL,NULL,mixes,1
NULL,NULL,mixing,1
NULL,NULL,mixture,3
NULL,NULL,mixup,1
NULL,NULL,moan,1
NULL,NULL,moaned,4
NULL,NULL,moaning,4
NULL,NULL,moats,1
NULL,NULL,mobile,1
mobs,1,NULL,NULL
NULL,NULL,mock,1
NULL,NULL,mockery,1
NULL,NULL,mockingly,1
NULL,NULL,modern,1
NULL,NULL,modernity,1
NULL,NULL,modest,1
modestly,2,NULL,NULL
NULL,NULL,modesty,2
modiste,1,NULL,NULL
NULL,NULL,mohacs,1
moist,1,NULL,NULL
NULL,NULL,moistened,2
NULL,NULL,moistening,1
NULL,NULL,moisture,1
NULL,NULL,moldavia,1
NULL,NULL,molecules,1
NULL,NULL,molested,1
molten,1,NULL,NULL
NULL,NULL,momentarily,1
NULL,NULL,momentary,3
NULL,NULL,momentous,2
NULL,NULL,moneybag,1
monkeys,1,NULL,NULL
NULL,NULL,monroe,1
monsieur,9,NULL,NULL
NULL,NULL,monster,23
NULL,NULL,monsters,3
monte,1,NULL,NULL
montmorency,8,NULL,NULL
montmorencys,3,NULL,NULL
monumental,1,NULL,NULL
NULL,NULL,moods,7
NULL,NULL,moonbeams,2
NULL,NULL,moonlight,33
NULL,NULL,moonrise,1
NULL,NULL,moonshine,1
NULL,NULL,moors,1
mopped,1,NULL,NULL
NULL,NULL,moral,2
NULL,NULL,morbid,1
NULL,NULL,morbidly,1
NULL,NULL,moreover,3
mornings,1,NULL,NULL
NULL,NULL,morpheus,1
NULL,NULL,morphia,2
NULL,NULL,morris,78
NULL,NULL,morrow,2
NULL,NULL,mortal,8
NULL,NULL,mortality,1
NULL,NULL,mortals,1
NULL,NULL,mortar,3
NULL,NULL,mortem,2
mortified,1,NULL,NULL
NULL,NULL,mortmain,1
NULL,NULL,mortuary,2
moscow,8,NULL,NULL
NULL,NULL,moth,5
motherless,1,NULL,NULL
motherly,3,NULL,NULL
mothers,1,NULL,NULL
NULL,NULL,moths,1
NULL,NULL,motion,3
NULL,NULL,motioned,16
NULL,NULL,motioning,1
NULL,NULL,motionless,1
NULL,NULL,motions,1
NULL,NULL,motive,4
NULL,NULL,motives,1
NULL,NULL,motor,2
NULL,NULL,motto,1
NULL,NULL,mould,1
NULL,NULL,mountain,12
mounting,3,NULL,NULL
NULL,NULL,mourn,1
NULL,NULL,mourner,1
NULL,NULL,mourners,1
mournfully,1,NULL,NULL
mournfulness,1,NULL,NULL
NULL,NULL,mourning,3
mouse,1,NULL,NULL
NULL,NULL,moustache,6
NULL,NULL,moustaches,1
NULL,NULL,mouthed,1
mouthing,1,NULL,NULL
NULL,NULL,moveable,1
NULL,NULL,moves,1
NULL,NULL,mrcslk,1
NULL,NULL,ms,1
muddier,1,NULL,NULL
muddy,4,NULL,NULL
muff,3,NULL,NULL
muffin,1,NULL,NULL
muffins,2,NULL,NULL
muffs,2,NULL,NULL
mug,3,NULL,NULL
NULL,NULL,mule,1
NULL,NULL,mulgrave,2
NULL,NULL,mullioned,1
NULL,NULL,multiplying,2
NULL,NULL,multitude,3
mum,8,NULL,NULL
NULL,NULL,mumbled,1
NULL,NULL,mundane,1
NULL,NULL,munich,1
NULL,NULL,murder,6
NULL,NULL,murdered,2
NULL,NULL,murdering,1
NULL,NULL,murders,1
NULL,NULL,murmuring,1
NULL,NULL,murray,13
mused,1,NULL,NULL
NULL,NULL,museum,2
musgrave,1,NULL,NULL
NULL,NULL,mushroom,1
NULL,NULL,musical,1
NULL,NULL,musket,1
muslin,1,NULL,NULL
mustache,1,NULL,NULL
NULL,NULL,muster,1
mustn,2,NULL,NULL
NULL,NULL,musty,1
NULL,NULL,mute,1
NULL,NULL,mutilate,1
NULL,NULL,mutilating,1
NULL,NULL,mutilation,2
muttering,1,NULL,NULL
muzhiks,1,NULL,NULL
NULL,NULL,myriad,3
NULL,NULL,myriads,1
NULL,NULL,mystery,17
mystic,1,NULL,NULL
mystified,5,NULL,NULL
NULL,NULL,mystifying,1
n,2,NULL,NULL
NULL,NULL,nailed,1
NULL,NULL,nailmarks,1
NULL,NULL,naively,1
NULL,NULL,naivete,1
NULL,NULL,naked,2
NULL,NULL,named,3
NULL,NULL,nane,1
napery,1,NULL,NULL
NULL,NULL,napkin,1
napkins,2,NULL,NULL
NULL,NULL,narcotic,5
narrating,1,NULL,NULL
NULL,NULL,narration,1
NULL,NULL,narrative,3
NULL,NULL,nation,1
NULL,NULL,national,1
NULL,NULL,nationalities,2
NULL,NULL,nationality,1
NULL,NULL,nations,2
natured,6,NULL,NULL
naturedly,2,NULL,NULL
NULL,NULL,natures,1
naught,3,NULL,NULL
naughty,2,NULL,NULL
NULL,NULL,nausea,1
NULL,NULL,nauseous,3
NULL,NULL,navigated,1
NULL,NULL,navy,1
NULL,NULL,nay,30
NULL,NULL,nearing,2
neat,4,NULL,NULL
neatly,1,NULL,NULL
NULL,NULL,nebulous,1
necessaries,1,NULL,NULL
NULL,NULL,necessarily,1
NULL,NULL,necessity,3
necklace,1,NULL,NULL
NULL,NULL,necks,1
NULL,NULL,necromancy,1
NULL,NULL,needful,3
NULL,NULL,needless,6
NULL,NULL,needs,5
NULL,NULL,negative,3
NULL,NULL,neglect,2
NULL,NULL,neglecting,1
NULL,NULL,neigh,1
neighbor,1,NULL,NULL
NULL,NULL,neighborhood,6
NULL,NULL,neighbors,2
NULL,NULL,ner,1
NULL,NULL,ners,1
NULL,NULL,nerved,2
NULL,NULL,nerves,9
nervously,3,NULL,NULL
NULL,NULL,nervousness,2
ness,1,NULL,NULL
nestling,1,NULL,NULL
NULL,NULL,nether,2
NULL,NULL,nethermost,1
NULL,NULL,neutral,2
NULL,NULL,nevertheless,1
NULL,NULL,newcastle,1
newcomers,2,NULL,NULL
NULL,NULL,newspaper,1
NULL,NULL,newspapers,4
NULL,NULL,nicely,1
nicer,3,NULL,NULL
NULL,NULL,nicht,1
NULL,NULL,nick,1
niece,1,NULL,NULL
NULL,NULL,nigh,8
NULL,NULL,nightdress,3
NULL,NULL,nightfall,1
nightgown,2,NULL,NULL
nightgowns,2,NULL,NULL
NULL,NULL,nightingale,2
NULL,NULL,nightly,1
NULL,NULL,nightmare,6
NULL,NULL,nightrobe,1
NULL,NULL,nimbleness,1
nindian,2,NULL,NULL
NULL,NULL,nine,14
NULL,NULL,nineteenth,3
NULL,NULL,ninety,1
NULL,NULL,nobility,1
NULL,NULL,nobleman,2
NULL,NULL,nobles,1
NULL,NULL,noblest,1
NULL,NULL,nobly,2
NULL,NULL,nocturnal,1
nod,1,NULL,NULL
noiselessly,7,NULL,NULL
noisily,2,NULL,NULL
NULL,NULL,noisy,1
NULL,NULL,nom,1
nonsensical,1,NULL,NULL
NULL,NULL,noon,18
nora,9,NULL,NULL
NULL,NULL,nordau,1
NULL,NULL,norfolk,1
NULL,NULL,normal,4
NULL,NULL,north,12
NULL,NULL,northeast,1
NULL,NULL,northern,3
NULL,NULL,northward,1
NULL,NULL,northwards,1
NULL,NULL,northwest,1
NULL,NULL,norway,1
NULL,NULL,noses,2
NULL,NULL,nosferatu,2
NULL,NULL,nosing,1
NULL,NULL,nostrils,6
NULL,NULL,nostrum,1
NULL,NULL,nota,1
notable,1,NULL,NULL
notably,1,NULL,NULL
NULL,NULL,notebook,6
NULL,NULL,notebooks,1
NULL,NULL,noted,3
NULL,NULL,notepaper,1
nothingness,1,NULL,NULL
NULL,NULL,nothings,2
NULL,NULL,nothink,1
NULL,NULL,notice,30
NULL,NULL,noticeable,1
notices,1,NULL,NULL
noticin,1,NULL,NULL
NULL,NULL,noticing,5
NULL,NULL,notify,1
nots,1,NULL,NULL
NULL,NULL,nought,2
nourishing,2,NULL,NULL
NULL,NULL,nourishment,1
NULL,NULL,november,12
NULL,NULL,novenber,2
NULL,NULL,novice,1
nowhere,2,NULL,NULL
NULL,NULL,nowt,2
NULL,NULL,nuisance,1
NULL,NULL,numbering,1
numberless,1,NULL,NULL
NULL,NULL,numbness,1
NULL,NULL,numerous,1
nuns,1,NULL,NULL
NULL,NULL,nuremberg,1
NULL,NULL,nursemaid,1
nursery,5,NULL,NULL
NULL,NULL,nursing,1
NULL,NULL,nut,2
NULL,NULL,nuts,1
NULL,NULL,oak,4
NULL,NULL,oars,2
NULL,NULL,oath,2
NULL,NULL,obedience,8
NULL,NULL,obedient,3
obeyed,1,NULL,NULL
NULL,NULL,objection,3
NULL,NULL,objective,1
objects,1,NULL,NULL
NULL,NULL,obligation,1
NULL,NULL,oblige,2
NULL,NULL,obliging,1
NULL,NULL,obliquity,1
NULL,NULL,obliterated,3
NULL,NULL,oblivion,3
NULL,NULL,oblivious,1
oblong,1,NULL,NULL
NULL,NULL,oblongs,1
NULL,NULL,obscene,1
NULL,NULL,obscure,2
NULL,NULL,obscured,3
NULL,NULL,obsequious,1
NULL,NULL,observant,1
NULL,NULL,observation,6
NULL,NULL,observe,1
observed,1,NULL,NULL
NULL,NULL,observes,1
NULL,NULL,obstacle,3
NULL,NULL,obstinacy,1
obstinate,1,NULL,NULL
NULL,NULL,obstruct,1
NULL,NULL,obstructing,1
NULL,NULL,obstruction,1
NULL,NULL,obtain,1
NULL,NULL,obtained,1
NULL,NULL,obviate,1
NULL,NULL,occasionally,2
NULL,NULL,occassion,1
NULL,NULL,occult,2
occupant,3,NULL,NULL
occupants,2,NULL,NULL
NULL,NULL,occupation,2
NULL,NULL,occurring,1
NULL,NULL,oceans,1
NULL,NULL,octagonal,2
NULL,NULL,october,41
NULL,NULL,octroi,2
oddly,2,NULL,NULL
NULL,NULL,oddness,1
NULL,NULL,odessus,1
NULL,NULL,odium,1
NULL,NULL,odor,6
NULL,NULL,odorous,1
odors,1,NULL,NULL
NULL,NULL,odour,2
NULL,NULL,offence,1
NULL,NULL,offend,1
offended,3,NULL,NULL
NULL,NULL,offensively,1
NULL,NULL,offensiveness,1
NULL,NULL,offered,4
NULL,NULL,offhand,1
officer,2,NULL,NULL
NULL,NULL,offices,2
NULL,NULL,official,3
NULL,NULL,officially,1
NULL,NULL,officials,4
oftener,2,NULL,NULL
NULL,NULL,oil,2
older,13,NULL,NULL
oldest,1,NULL,NULL
NULL,NULL,oldfashioned,1
NULL,NULL,ole,3
NULL,NULL,oleander,1
NULL,NULL,olgaren,1
NULL,NULL,ome,3
NULL,NULL,omitting,1
NULL,NULL,omme,1
NULL,NULL,omnia,1
NULL,NULL,omnipotent,1
oncle,1,NULL,NULL
onct,1,NULL,NULL
NULL,NULL,onion,1
NULL,NULL,onlookers,1
NULL,NULL,onrushing,1
onto,1,NULL,NULL
NULL,NULL,onwards,1
NULL,NULL,ook,1
NULL,NULL,ooman,1
NULL,NULL,oot,1
NULL,NULL,opacity,1
NULL,NULL,oped,1
NULL,NULL,openings,3
NULL,NULL,opens,3
NULL,NULL,operate,5
NULL,NULL,operating,1
NULL,NULL,operation,15
NULL,NULL,operations,2
NULL,NULL,operators,1
operer,1,NULL,NULL
NULL,NULL,ophelia,1
NULL,NULL,opiate,4
opinionated,1,NULL,NULL
NULL,NULL,oppose,1
NULL,NULL,oppresses,1
NULL,NULL,oppression,1
NULL,NULL,oppressive,3
NULL,NULL,optical,1
NULL,NULL,oracle,1
NULL,NULL,orange,2
oranges,1,NULL,NULL
NULL,NULL,orbs,1
NULL,NULL,orchestra,1
NULL,NULL,ordained,2
NULL,NULL,ordance,1
NULL,NULL,ordeal,3
NULL,NULL,orderly,2
NULL,NULL,ordinarily,2
NULL,NULL,ordog,2
NULL,NULL,orf,2
NULL,NULL,organ,1
NULL,NULL,organize,1
NULL,NULL,organized,1
NULL,NULL,orient,1
NULL,NULL,origin,1
NULL,NULL,originally,2
NULL,NULL,originated,1
ornament,2,NULL,NULL
ornamented,1,NULL,NULL
orphan,1,NULL,NULL
orspital,1,NULL,NULL
orter,1,NULL,NULL
NULL,NULL,orthodox,1
ostrich,3,NULL,NULL
NULL,NULL,ot,2
NULL,NULL,ou,1
oughter,1,NULL,NULL
NULL,NULL,ounds,1
NULL,NULL,ours,9
NULL,NULL,ourselves,23
NULL,NULL,ouse,5
NULL,NULL,ousted,1
NULL,NULL,outbreak,1
NULL,NULL,outbreaks,1
NULL,NULL,outburst,2
NULL,NULL,outbursts,1
NULL,NULL,outcast,1
NULL,NULL,outcry,1
NULL,NULL,outer,3
outfitter,1,NULL,NULL
outgrown,2,NULL,NULL
NULL,NULL,outlined,2
NULL,NULL,outrage,2
outraged,1,NULL,NULL
NULL,NULL,outrageous,1
NULL,NULL,outrages,1
NULL,NULL,outrider,1
outright,2,NULL,NULL
NULL,NULL,outset,1
outskirts,1,NULL,NULL
NULL,NULL,outwardly,1
NULL,NULL,outwards,2
oven,1,NULL,NULL
NULL,NULL,overawe,1
overawed,1,NULL,NULL
NULL,NULL,overboard,2
NULL,NULL,overcame,1
NULL,NULL,overcast,1
NULL,NULL,overcome,5
NULL,NULL,overcoming,1
overeating,1,NULL,NULL
NULL,NULL,overhauled,1
NULL,NULL,overhead,8
NULL,NULL,overland,1
overlook,1,NULL,NULL
NULL,NULL,overmastered,1
NULL,NULL,overplus,1
NULL,NULL,overpower,1
NULL,NULL,overspread,2
NULL,NULL,overtaken,2
NULL,NULL,overtopping,1
overweighted,1,NULL,NULL
NULL,NULL,overwhelm,2
NULL,NULL,overwhelming,1
NULL,NULL,overwork,2
NULL,NULL,overwrought,1
NULL,NULL,ow,4
NULL,NULL,owe,2
NULL,NULL,owes,1
NULL,NULL,owing,3
NULL,NULL,owl,3
NULL,NULL,owlin,1
NULL,NULL,owling,2
NULL,NULL,ownership,1
NULL,NULL,pabulum,1
NULL,NULL,pacify,1
NULL,NULL,pack,5
packages,4,NULL,NULL
NULL,NULL,packet,1
NULL,NULL,packs,1
NULL,NULL,padded,4
NULL,NULL,padding,1
NULL,NULL,paddington,3
NULL,NULL,pagan,1
NULL,NULL,pages,3
NULL,NULL,pained,2
NULL,NULL,painful,10
NULL,NULL,painfully,1
NULL,NULL,paint,3
NULL,NULL,painters,1
NULL,NULL,pairfectly,1
pairs,2,NULL,NULL
NULL,NULL,pajamas,1
NULL,NULL,pal,1
palace,1,NULL,NULL
NULL,NULL,paleness,1
NULL,NULL,pallid,2
NULL,NULL,palm,2
NULL,NULL,palms,4
NULL,NULL,palsy,1
NULL,NULL,paltry,1
NULL,NULL,pampas,2
pampered,2,NULL,NULL
pane,1,NULL,NULL
NULL,NULL,panes,3
panted,2,NULL,NULL
NULL,NULL,pantherlike,1
NULL,NULL,pantin,1
pantomime,1,NULL,NULL
pantry,1,NULL,NULL
papa,62,NULL,NULL
papas,1,NULL,NULL
NULL,NULL,paprika,3
NULL,NULL,paragraph,1
NULL,NULL,parallel,1
NULL,NULL,paralysed,1
NULL,NULL,paralysis,1
NULL,NULL,paralyze,2
NULL,NULL,paralyzed,2
NULL,NULL,paramount,1
NULL,NULL,paraphernalia,1
parcels,4,NULL,NULL
NULL,NULL,parched,1
parent,3,NULL,NULL
pariah,2,NULL,NULL
NULL,NULL,parish,1
parisian,1,NULL,NULL
NULL,NULL,park,9
parlor,6,NULL,NULL
NULL,NULL,paroxysm,3
NULL,NULL,paroxysms,1
NULL,NULL,parr,1
NULL,NULL,parried,1
NULL,NULL,parrot,1
parsley,1,NULL,NULL
NULL,NULL,parsons,1
partake,1,NULL,NULL
NULL,NULL,parted,10
NULL,NULL,parterage,1
NULL,NULL,parti,1
NULL,NULL,partial,1
NULL,NULL,partially,4
particle,1,NULL,NULL
NULL,NULL,particulari,2
NULL,NULL,particulars,1
NULL,NULL,parting,3
partook,1,NULL,NULL
pas,1,NULL,NULL
pascal,5,NULL,NULL
NULL,NULL,passenger,3
NULL,NULL,passengers,6
passers,1,NULL,NULL
NULL,NULL,pasted,1
NULL,NULL,pat,1
patched,2,NULL,NULL
NULL,NULL,paterson,5
NULL,NULL,path,5
NULL,NULL,pathology,1
NULL,NULL,pathos,2
NULL,NULL,paths,2
NULL,NULL,pathway,4
NULL,NULL,patient,52
NULL,NULL,patiently,3
NULL,NULL,patients,6
NULL,NULL,patrick,2
NULL,NULL,patriots,2
NULL,NULL,patrol,1
NULL,NULL,patroling,1
NULL,NULL,patrolled,1
patron,2,NULL,NULL
NULL,NULL,patronized,1
patrons,1,NULL,NULL
NULL,NULL,patronymic,1
patter,4,NULL,NULL
pattern,1,NULL,NULL
patting,1,NULL,NULL
NULL,NULL,paucity,1
pauper,3,NULL,NULL
NULL,NULL,pauses,4
NULL,NULL,pausing,2
pavement,9,NULL,NULL
pavements,1,NULL,NULL
paw,5,NULL,NULL
NULL,NULL,paxton,2
NULL,NULL,payment,1
payments,1,NULL,NULL
NULL,NULL,pays,1
NULL,NULL,peaceful,2
NULL,NULL,peacefully,2
NULL,NULL,peak,3
NULL,NULL,peaks,2
NULL,NULL,peal,1
NULL,NULL,peals,1
NULL,NULL,pear,1
NULL,NULL,peasant,4
NULL,NULL,peasantry,1
NULL,NULL,peasants,6
peck,2,NULL,NULL
pecked,1,NULL,NULL
NULL,NULL,peculiar,8
NULL,NULL,peculiarity,1
NULL,NULL,peculiarly,3
NULL,NULL,pedantry,1
peep,2,NULL,NULL
peeping,3,NULL,NULL
peer,1,NULL,NULL
peevish,1,NULL,NULL
NULL,NULL,pell,1
NULL,NULL,pen,4
NULL,NULL,penalties,1
NULL,NULL,pendulum,1
NULL,NULL,penetrate,1
penetrated,1,NULL,NULL
NULL,NULL,penitent,2
pennies,1,NULL,NULL
pennons,1,NULL,NULL
NULL,NULL,pent,1
